No.,Sentence,StemWords,MatchWords,Use
92,"However, it is simply not enough  to allow governments to make  empty promises to curb this attack   on children.","['howev', 'simpli', 'enough', 'allow', 'govern', 'make', 'empti', 'promis', 'curb', 'attack', 'children']",set(),N
93,"Consequently, we the  children, ask that action committees  be created to audit the action plans in  each country.","['consequ', 'children', 'ask', 'action', 'committe', 'creat', 'audit', 'action', 'plan', 'countri']",set(),N
94,8.,[],set(),N
95,"We also call for the adoption of  an  International Day where children will  lead the effort in awareness raising  campaigns, rallies and marches.","['also', 'call', 'adopt', 'intern', 'day', 'children', 'lead', 'effort', 'awar', 'rais', 'campaign', 'ralli', 'march']",{'intern'},Y
96,"To  further enlarge the scope of this day,  we request the organization of  an  International Art, Essay and Speech  competition which will culminate on  this day.","['enlarg', 'scope', 'day', 'request', 'organ', 'intern', 'art', 'essay', 'speech', 'competit', 'culmin', 'day']","{'organ', 'intern'}",Y
97,9.,[],set(),N
98,We now turn our attention to the  media particularly the Internet which  poses one of  the greatest threats to   millions of  children throughout the  world.,"['turn', 'attent', 'media', 'particularli', 'internet', 'pose', 'one', 'greatest', 'threat', 'million', 'children', 'throughout', 'world']",{'internet'},Y
99,10.,[],set(),N
100,"We the children must make  known our plight for governments to  pursue strict and punitive legislation  with regards to the Internet,  especially child pornography- simply  another form of  abuse.","['children', 'must', 'make', 'known', 'plight', 'govern', 'pursu', 'strict', 'punit', 'legisl', 'regard', 'internet', 'especi', 'child', 'simpli', 'anoth', 'form', 'abus']",{'internet'},Y
101,11.,[],set(),N
102,We similarly ask for strong  cyber safety rules which are well  propagated on both the websites and  within the communities.,"['similarli', 'ask', 'strong', 'cyber', 'safeti', 'rule', 'well', 'propag', 'websit', 'within', 'commun']",{'cyber'},Y
103,"To this end  we call for the increased development  of  children’s, teachers, parent’s and  family manuals which address the   threats of  the internet in addition to  providing supplemental information  about sexual exploitation of  children.","['end', 'call', 'increas', 'develop', 'children', 'teacher', 'parent', 'famili', 'manual', 'address', 'threat', 'internet', 'addit', 'provid', 'supplement', 'inform', 'sexual', 'exploit', 'children']","{'internet', 'develop', 'inform'}",Y
104,12.,[],set(),N
105,"Further, we provide a mandate  for the media to gather documents,  reports, folders, CDs, videos and  other materials to increase knowledge  on this issue.","['provid', 'mandat', 'media', 'gather', 'document', 'report', 'folder', 'cd', 'video', 'materi', 'increas', 'knowledg', 'issu']",set(),N
106,We the children of   the world pledge to vehemently and  passionately pursue these policies and  to call our governments to action if   we do not see positive steps being  taken to end this phenomenon that  continues to scourge the world today.,"['children', 'world', 'pledg', 'vehement', 'passion', 'pursu', 'polici', 'call', 'govern', 'action', 'see', 'posit', 'step', 'taken', 'end', 'phenomenon', 'continu', 'scourg', 'world', 'today']",set(),N
107,"9  Source: http://www.iyac.net/iyac_charter.pdf  The full “Adolescent Declaration to End Sexual Exploitation” can be found at: http://www.unicef.org/brazil/pt/br_IIIWC_En.pdf    Guidelines for Children and Young People10  “Children and young  aware of the opportunities”  people online should be   www.itu.int/copGuidelines for Children and Young People11  Children and young  people’s use of  technology  Information and Communication  Technologies (ICTs) are changing  the way children interact with  their peers, the way they access  information, express their  views, post and share creative  content.","['sourc', 'http', 'full', 'adolesc', 'declar', 'end', 'sexual', 'exploit', 'found', 'http', 'guidelin', 'children', 'young', 'peopl', 'children', 'young', 'awar', 'opportun', 'peopl', 'onlin', 'children', 'young', 'peopl', 'children', 'young', 'peopl', 'use', 'technolog', 'inform', 'commun', 'technolog', 'ict', 'chang', 'way', 'children', 'interact', 'peer', 'way', 'access', 'inform', 'express', 'view', 'post', 'share', 'creativ', 'content']","{'access', 'inform', 'technolog'}",Y
108,Children and young  people specifically like the  highly interactive nature of   many Internet related services.,"['children', 'young', 'peopl', 'specif', 'like', 'highli', 'interact', 'natur', 'mani', 'internet', 'relat', 'servic']",{'internet'},Y
109,"In general, for children, the  Internet is something they feel  secure about, something they like,   and something interesting, fun,  relaxing, useful, and friendly.","['gener', 'children', 'internet', 'someth', 'feel', 'secur', 'someth', 'like', 'someth', 'interest', 'fun', 'relax', 'use', 'friendli']","{'internet', 'secur'}",Y
110,Access: A study in the United  States10 finds that the age of   accessing the Internet has reduced  a lot.,"['access', 'studi', 'unit', 'find', 'age', 'access', 'internet', 'reduc', 'lot']","{'internet', 'access'}",Y
111,About 80% of  children  under the age of  five years use  the Internet weekly.,"['children', 'age', 'five', 'year', 'use', 'internet', 'weekli']",{'internet'},Y
112,"Moreover as  children get older, their use of   the Internet also increases.","['moreov', 'children', 'get', 'older', 'use', 'internet', 'also', 'increas']",{'internet'},Y
113,"In the  United States about 42% and 36%  of  8-11 year old boys and girls,   10  http://content.usatoday.com/communities/technologylive/post/2011/03/study-80-percent-of-children-     under-5-use-internet-weekly/1#.VkDrLOvNz8E (Accessed 9 November 2015)  Guidelines for Children and Young People2.","['unit', 'state', 'year', 'old', 'boy', 'girl', 'http', 'access', 'novemb', 'guidelin', 'children', 'young']",{'access'},Y
114,"12  www.itu.int/copGuidelines for Children and Young People13  respectively, use the Internet many  times a day and around one-fifth  do so daily.11 More than 90% of   teens report going online daily —  including about 25% who say they  go online “almost constantly”.12  Across the world in South Korea,  which is considered the world’s  most wired country, government  data says about one in ten South  Korean children between the ages  of  10 and 19 are addicted to the  Internet.13  Children under nine years old  enjoy a variety of  online activities,  including watching videos, playing  games, searching for information,   doing their homework and  socialising within children’s virtual  worlds.","['children', 'young', 'peopl', 'respect', 'use', 'internet', 'mani', 'time', 'day', 'around', 'teen', 'report', 'go', 'onlin', 'daili', 'includ', 'say', 'go', 'onlin', 'almost', 'constantli', 'across', 'world', 'south', 'korea', 'consid', 'world', 'wire', 'countri', 'govern', 'data', 'say', 'one', 'ten', 'south', 'korean', 'children', 'age', 'addict', 'children', 'nine', 'year', 'old', 'enjoy', 'varieti', 'onlin', 'activ', 'includ', 'watch', 'video', 'play', 'game', 'search', 'inform', 'homework', 'socialis', 'within', 'children', 'virtual', 'world']","{'internet', 'inform', 'includ'}",Y
115,"The range of  activities  increases with age.14 Listening to  music, watching video clips and  social networking top the list of   activities done on a daily basis by  9-16 year olds as revealed in study  of  European children and young  people.","['rang', 'activ', 'increas', 'listen', 'music', 'watch', 'video', 'clip', 'social', 'network', 'top', 'list', 'activ', 'done', 'daili', 'basi', 'year', 'old', 'reveal', 'studi', 'european', 'children', 'young', 'peopl']",{'network'},Y
116,Other social activities  that rate fairly high include using  Skype and WhatsApp.,"['social', 'activ', 'rate', 'fairli', 'high', 'includ', 'use', 'skype', 'whatsapp']",{'includ'},Y
117,"Other  activities such as searching for  information to satisfy a curiosity,  schoolwork, playing games (alone  or in multiplayer games) are part  of  the daily media diets of around  one in three children.15  The widely available fixed broad- band Internet access in the  developed countries is still the  preferred way of  getting online,  in comparison to developing  countries where such infrastruc- tures are less developed.","['activ', 'search', 'inform', 'satisfi', 'curios', 'schoolwork', 'play', 'game', 'alon', 'multiplay', 'game', 'part', 'daili', 'media', 'diet', 'around', 'one', 'three', 'wide', 'avail', 'fix', 'band', 'internet', 'access', 'develop', 'countri', 'still', 'prefer', 'way', 'get', 'onlin', 'comparison', 'develop', 'countri', 'ture', 'less', 'develop']","{'internet', 'develop', 'inform', 'access'}",Y
118,In many  countries Internet cafe?s and other  communal resources are also  important providers of  access for  children and young people.,"['mani', 'countri', 'internet', 'commun', 'resourc', 'also', 'import', 'provid', 'access', 'children', 'young', 'peopl']","{'internet', 'access'}",Y
119,They  are likely to remain so for some  time.,"['like', 'remain', 'time']",set(),N
120,In recent years however mobile  Internet access has increased tre- mendously.,"['recent', 'year', 'howev', 'mobil', 'internet', 'access', 'increas', 'mendous']","{'internet', 'access'}",Y
121,"In the Asia Pacific re- gion, the fastest growing region in   relation to mobile subscriptions,  China and India have become  leaders in the technology with  about 980 million mobile phone  subscribers in India alone16.","['asia', 'pacif', 'gion', 'fastest', 'grow', 'region', 'relat', 'mobil', 'subscript', 'china', 'india', 'becom', 'leader', 'technolog', 'million', 'mobil', 'phone', 'subscrib', 'india']",{'technolog'},Y
122,The  world’s mobile connections now  number seven billion17 – more  than 230 million of  which include  Mobile Broadband18.,"['world', 'mobil', 'connect', 'number', 'seven', 'million', 'includ', 'mobil']",{'includ'},Y
123,"In Latin  America, mobile broadband is  now more widespread in the  region than fixed broadband, due  to the affordability of  mobile  devices and the growing coverage  of  mobile networks.19 Australian  statistics show that in 2015 35%  of  children aged 8 to 11 years  own a mobile phone, which is   (Accessed 2 November 2015)  11  http://www.emarketer.com/Article/Most-US-Children-Use-Internet-Least-Daily/1010789#sthash.bZFoyZxz.dpuf  (Accessed 25 November 2015) 12  Pew Research Center, Teens, Social Media & Technology Overview 2015, Available at: http://www.pewinternet.org/2015/04/09/teens-social-media-technology-2015/ (Accessed 9 November 2015) 13  http://www.businessinsider.com/south-korea-online-gaming-addiction-rehab-centers-2015-3 (Accessed 10 November 2015) 14  Holloway,D., Green, L. and Livingstone, S. Zero to eight.","['latin', 'america', 'mobil', 'broadband', 'widespread', 'region', 'fix', 'broadband', 'due', 'afford', 'mobil', 'devic', 'grow', 'coverag', 'mobil', 'australian', 'statist', 'show', 'children', 'age', 'year', 'mobil', 'phone', 'access', 'novemb', 'http', 'access', 'novemb', 'pew', 'research', 'center', 'teen', 'social', 'media', 'technolog', 'overview', 'avail', 'http', 'access', 'novemb', 'http', 'access', 'novemb', 'holloway', 'green', 'livingston', 'zero', 'eight']","{'technolog', 'access', 'devic'}",Y
