No.,Sentence,StemWords,MatchWords,Use
122,"These functions include state estima- tion, alarm processing, and preventive or emergency controls.","['function', 'includ', 'state', 'tion', 'alarm', 'process', 'prevent', 'emerg', 'control']","{'control', 'includ'}",Y
123,Resource-exhaustion-based DoS attacks could come in the following forms in an electric power grid environment.,"['do', 'attack', 'could', 'come', 'follow', 'form', 'electr', 'power', 'grid', 'environ']",set(),N
124,"1) They slow down or bring down the control center network, causing degradation in its real-time control performance.","['slow', 'bring', 'control', 'center', 'network', 'caus', 'degrad', 'control', 'perform']","{'control', 'network'}",Y
125,"2) They slow down or bring down SASs, causing degrada-  tion in real-time sensing and actuation performance.","['slow', 'bring', 'sass', 'caus', 'tion', 'sens', 'actuat', 'perform']",set(),N
126,"856  IEEE TRANSACTIONS ON SYSTEMS, MAN, AND CYBERNETICSóPART A: SYSTEMS AND HUMANS, VOL.","['ieee', 'transact', 'system', 'man', 'system', 'human', 'vol']",set(),N
127,"40, NO.",[],set(),N
128,"4, JULY 2010  3) Congest the forward and/or backward communication paths, causing the communication latencies to exceed the limit that can be tolerated for real-time SCADA operation.","['juli', 'congest', 'forward', 'backward', 'commun', 'path', 'caus', 'commun', 'latenc', 'exceed', 'limit', 'toler', 'scada', 'oper']",set(),N
129,Resource-exhaustion-based DoS attacks can be launched even if control centers and substations are fully secured by the latest security technologies and secure versions of SCADA protocols.,"['do', 'attack', 'launch', 'even', 'control', 'center', 'substat', 'fulli', 'secur', 'latest', 'secur', 'technolog', 'secur', 'version', 'scada', 'protocol']","{'secur', 'control', 'technolog'}",Y
130,Examples of secure versions are Modbus and Inter- Control Center Communication Protocols (ICCP) [15].,"['exampl', 'secur', 'version', 'modbu', 'control', 'center', 'commun', 'protocol', 'iccp']","{'secur', 'control'}",Y
131,B.,['b'],set(),N
132,Anomaly Detection  Anomaly detection is based on event correlation techniques to systematically establish the relationship between statistical data sets from various sources.,"['anomali', 'detect', 'anomali', 'detect', 'base', 'event', 'correl', 'techniqu', 'systemat', 'establish', 'relationship', 'statist', 'data', 'set', 'variou', 'sourc']",set(),N
133,This is an approach to ex- tract and analyze the audit data from power instruments and cyber-related logs to distinguish if a threat is credible [41].,"['approach', 'tract', 'analyz', 'audit', 'data', 'power', 'instrument', 'log', 'distinguish', 'threat', 'credibl']",set(),N
134,Event correlations can be categorized as follows: 1) temporal; 2) spatial; or 3) hybrid.,"['event', 'correl', 'categor', 'follow', 'tempor', 'spatial', 'hybrid']",set(),N
135,"These combinations introduce a dif- ferent perspective of threats that may capture local or global abnormality [71], [72].","['combin', 'introduc', 'ferent', 'perspect', 'threat', 'may', 'captur', 'local', 'global', 'abnorm']",set(),N
136,"Sources in SASs that can be correlated in the substation-level (local) and control center (global) networks include the follow- ing : 1) relay setting of IEDs [73], [74]; 2) user credentials and application logs; 3) traf?c logs, such as volume within local and global networks; and 4) status of running applications.","['sourc', 'sass', 'correl', 'local', 'control', 'center', 'global', 'network', 'includ', 'ing', 'relay', 'set', 'i', 'user', 'credenti', 'applic', 'log', 'traf', 'c', 'log', 'volum', 'within', 'local', 'global', 'network', 'statu', 'run', 'applic']","{'control', 'includ', 'network'}",Y
137,"An adaptive anomaly detection strategy to deal with the incomplete data is essential, particularly to identify intentional deception or data errors [75].","['adapt', 'anomali', 'detect', 'strategi', 'deal', 'incomplet', 'data', 'essenti', 'particularli', 'identifi', 'intent', 'decept', 'data', 'error']",set(),N
138,"Threats such as actual intrusions, intrusion attempts, or DoS shall be inferred through correlation analysis.","['threat', 'actual', 'intrus', 'intrus', 'attempt', 'do', 'shall', 'infer', 'correl', 'analysi']",set(),N
139,The correlations that may be applied to the power infrastructure are as follows.,"['correl', 'may', 'appli', 'power', 'infrastructur', 'follow']",set(),N
140,1) Temporal correlation: This is a data extraction from a local environment that can be learning- or rule-based by training the instrumental devices to detect the malicious modi?cation in relay settings.,"['tempor', 'correl', 'data', 'extract', 'local', 'environ', 'train', 'instrument', 'devic', 'detect', 'malici', 'modi', 'cation', 'relay', 'set']",{'devic'},Y
141,There has been a work by Su et al.,"['work', 'su', 'et', 'al']",{'work'},Y
142,[74] that introduces the intelligence to detect if the relay settings can be altered by amplifying the mea- surements from voltage or current transformers.,"['introduc', 'intellig', 'detect', 'relay', 'set', 'alter', 'amplifi', 'surement', 'voltag', 'current', 'transform']",set(),N
143,"How- ever, such an implementation has only considered limited perspectives of abnormality, which can be re?ned through correlations among other local sources.","['ever', 'implement', 'consid', 'limit', 'perspect', 'abnorm', 'ned', 'correl', 'among', 'local', 'sourc']",{'implement'},Y
144,Extension of the hypotheses is possible.,"['extens', 'hypothes', 'possibl']",set(),N
145,"2) Spatial correlation: This involves properties for the analysis of events occurring in multiple substations, in control centers, or at substations and control centers.","['spatial', 'correl', 'involv', 'properti', 'analysi', 'event', 'occur', 'multipl', 'substat', 'control', 'center', 'substat', 'control', 'center']",{'control'},Y
146,This is to ensure a higher security level when a system is under sophisticated attacks that may lead to signi?cant economic losses and equipment damage.,"['ensur', 'higher', 'secur', 'level', 'system', 'sophist', 'attack', 'may', 'lead', 'signi', 'cant', 'econom', 'loss', 'equip', 'damag']",{'secur'},Y
147,3) Hybrid correlation: The hybrid approach combines both temporal and spatial correlations to determine and com- pare the likelihood of the attacksí severity.,"['hybrid', 'correl', 'hybrid', 'approach', 'combin', 'tempor', 'spatial', 'correl', 'determin', 'pare', 'likelihood', 'attack', 'sever']",set(),N
148,"This can re?ne the correlation hypothesis, depending on the credibility of the current conditions from the various sources.","['ne', 'correl', 'hypothesi', 'depend', 'credibl', 'current', 'condit', 'variou', 'sourc']",set(),N
149,"To perform anomaly detection and associated impact analy- sis, the various system logs of the SCADA network need to be  periodically monitored and correlated.","['perform', 'anomali', 'detect', 'associ', 'impact', 'si', 'variou', 'system', 'log', 'scada', 'network', 'need', 'period', 'monitor', 'correl']",{'network'},Y
150,"The system logs include the following:  1) Communication systems: Status of the communication server to all IEDs, such as communication link failure (temporary or permanent), or degradation of the expected throughput.","['system', 'log', 'includ', 'follow', 'commun', 'system', 'statu', 'commun', 'server', 'i', 'commun', 'link', 'failur', 'temporari', 'perman', 'degrad', 'expect', 'throughput']",{'includ'},Y
151,An idle connection that has been made over the allowed time frame should also be reported.,"['idl', 'connect', 'made', 'allow', 'time', 'frame', 'also', 'report']",set(),N
152,Detection of DoS by determining the maximum number of connec- tions allowed by considering the number of simultaneous connections or at a different time frame.,"['detect', 'do', 'determin', 'maximum', 'number', 'tion', 'allow', 'consid', 'number', 'simultan', 'connect', 'differ', 'time', 'frame']",set(),N
153,An irregular frequency and volume of usage on a speci?c application should be included.,"['irregular', 'frequenc', 'volum', 'usag', 'speci', 'c', 'applic', 'includ']",{'includ'},Y
154,2) Computer systems: Alarms of intrusion attempts with respect to the attempt frequency to each system.,"['comput', 'system', 'alarm', 'intrus', 'attempt', 'respect', 'attempt', 'frequenc', 'system']",set(),N
155,"The number of reset, shutdown, or stopping (dead heartbeat) system applications or controllers, including timestamps on all relevant events.","['number', 'reset', 'shutdown', 'stop', 'dead', 'heartbeat', 'system', 'applic', 'control', 'includ', 'timestamp', 'relev', 'event']","{'control', 'includ'}",Y
156,The system should alert a computer permanent failure.,"['system', 'alert', 'comput', 'perman', 'failur']",set(),N
157,The system logs for vulnerability assessment can be obtained either from real SCADA environments or from a SCADA test- bed platform that emulates various SCADA functions.,"['system', 'log', 'vulner', 'assess', 'obtain', 'either', 'real', 'scada', 'environ', 'scada', 'bed', 'platform', 'emul', 'variou', 'scada', 'function']",set(),N
158,C. Impact Analysis  Impact analysis is the task to analyze the intrusion behaviors and evaluate the consequences of a cyberattacks on the SCADA system [76]ñ[79].,"['impact', 'analysi', 'impact', 'analysi', 'task', 'analyz', 'intrus', 'behavior', 'evalu', 'consequ', 'cyberattack', 'scada', 'system']",set(),N
159,"The proposed method is used to assess the vulnerability of computer networks and power systems, pos- sibly the potential loss of load in a power system as a result of a cyberattacks.","['propos', 'method', 'use', 'assess', 'vulner', 'comput', 'network', 'power', 'system', 'sibli', 'potenti', 'loss', 'load', 'power', 'system', 'result', 'cyberattack']",{'network'},Y
160,A compromised cybersecurity of a SCADA system can cause serious damage to a power system if the attack is able to launch disruptive switching actions leading to a loss of load or equipment damage.,"['compromis', 'cybersecur', 'scada', 'system', 'caus', 'seriou', 'damag', 'power', 'system', 'attack', 'abl', 'launch', 'disrupt', 'switch', 'action', 'lead', 'loss', 'load', 'equip', 'damag']",{'cybersecur'},Y
161,This is particularly troublesome if the attack can penetrate the control center network that is connected to substations under the SCADA system.,"['particularli', 'troublesom', 'attack', 'penetr', 'control', 'center', 'network', 'connect', 'substat', 'scada', 'system']","{'control', 'network'}",Y
162,An inte- grated risk modeling approach that captures both power control system vulnerabilities and the resulting impacts on the real- time operation of the power system was proposed in [80].,"['grate', 'risk', 'model', 'approach', 'captur', 'power', 'control', 'system', 'vulner', 'result', 'impact', 'time', 'oper', 'power', 'system', 'propos']",{'control'},Y
163,The methodology has the following four key steps.,"['methodolog', 'follow', 'four', 'key', 'step']",set(),N
164,1) Cybernet: Network that incorporates combinations of intrusion scenarios into the SCADA system.,"['cybernet', 'network', 'incorpor', 'combin', 'intrus', 'scenario', 'scada', 'system']",{'network'},Y
165,"The cybernet captures the system con?guration, authentication, ?rewall model, and login/password model.","['cybernet', 'captur', 'system', 'con', 'gurat', 'authent', 'rewal', 'model', 'model']",set(),N
166,The transition rates of the cybernet are obtained by statistical analysis of system logs.,"['transit', 'rate', 'cybernet', 'obtain', 'statist', 'analysi', 'system', 'log']",set(),N
